Incident No,Business Unit,Site,City,Latitude (Site),Longitude (Site),State,Country,Damage Type,Damaged Item,Date and Time of Incident,Impacted Person,Incident Cause,Incident Description,Incident Severity,Incident Type,Reported By,Worker Type,Lost Hours,Reporting Time
31219,Production,Hoveringham,Bradford,53.80687454,-1.783967382,England,United Kingdom,,,03/03/2022 11:16,,Accidents,Description 16172,Major,Near Miss,Sam Mendlips,Agency,,11
14110,Production,Hoveringham,Bradford,53.80687454,-1.783967382,England,United Kingdom,,,25/03/2022 08:57,,Accidents,Description 16592,Major,Near Miss,Sam Mendlips,Agency,,13
20799,Production,Hoveringham,Bradford,53.80687454,-1.783967382,England,United Kingdom,,,05/04/2022 05:53,,Accidents,Description 16744,Major,Near Miss,Sam Mendlips,Agency,,53
27681,Production,Hoveringham,Bradford,53.80687454,-1.783967382,England,United Kingdom,,,04/05/2022 05:27,,Accidents,Description 17252,Major,Near Miss,Sam Mendlips,Agency,,26
39927,Production,Hoveringham,Bradford,53.80687454,-1.783967382,England,United Kingdom,,,15/09/2022 09:04,,Accidents,Description 19644,Major,Near Miss,Sam Mendlips,Agency,,54
23221,Production,Somercotes,Wroxham,52.69137649,1.394426132,England,United Kingdom,,,08/09/2022 14:15,,Accidents,Description 19600,Major,Near Miss,Sookie Houseboat,Agency,,58
14803,Production,Kirton,Nottingham,53.00890879,-1.080582822,England,United Kingdom,,,14/11/2021 12:19,,Accidents,Description 14468,Major,Near Miss,Sookie Houseboat,Agency,,55
34298,Production,Kirton,Nottingham,53.00890879,-1.080582822,England,United Kingdom,,,27/01/2023 11:30,,Accidents,Description 21604,Major,Near Miss,Sookie Houseboat,Agency,,38
12312,Production,Kings Dyke,Spalding,52.76839834,-0.105246123,England,United Kingdom,,,13/12/2022 08:30,,Accidents,Description 21024,Major,Near Miss,Sookie Houseboat,Agency,,49
39916,Production,Hams Hall,Liverpool,53.4094,-2.9785,England,United Kingdom,,,08/01/2021 08:39,,Accidents,Description 9608,Major,Near Miss,Sookie Houseboat,Agency,,15
21275,Production,Whittlesey,Kendal,54.31730537,-2.725765607,England,United Kingdom,,,19/02/2021 14:44,,Accidents,Description 9904,Major,Near Miss,Steven Toast,Agency,,52
14974,Production,Whittlesey,Kendal,54.31730537,-2.725765607,England,United Kingdom,,,21/06/2022 10:00,,Accidents,Description 18088,Major,Near Miss,Steven Toast,Agency,,31
22312,Production,Somercotes,Wroxham,52.69137649,1.394426132,England,United Kingdom,,,26/10/2020 11:36,,Accidents,Description 7704,Major,Near Miss,Steven Toast,Agency,,33
38411,Production,Wilnecote,Stoke-on-Trent,52.98651654,-2.17891467,England,United Kingdom,,,30/01/2020 07:30,,Accidents,Description 4376,Major,Near Miss,Susan Random,Agency,,23
23435,Production,Wilnecote,Stoke-on-Trent,52.98651654,-2.17891467,England,United Kingdom,,,20/05/2022 10:00,,Accidents,Description 17748,Major,Near Miss,Susan Random,Agency,,31
30041,Production,Milton,Hull,53.82159279,-0.31962791,England,United Kingdom,,,17/01/2020 16:50,,Accidents,Description 4132,Major,Near Miss,Susan Random,Agency,,15
42502,Production,Milton,Hull,53.82159279,-0.31962791,England,United Kingdom,,,09/02/2020 15:13,,Accidents,Description 4916,Major,Near Miss,Susan Random,Agency,,23
34717,Production,Milton,Hull,53.82159279,-0.31962791,England,United Kingdom,,,15/11/2021 11:03,,Accidents,Description 14388,Major,Near Miss,Susan Random,Agency,,19
24811,Production,Milton,Hull,53.82159279,-0.31962791,England,United Kingdom,,,27/01/2022 10:43,,Accidents,Description 15360,Major,Near Miss,Susan Random,Agency,,59
42993,Production,Milton,Hull,53.82159279,-0.31962791,England,United Kingdom,,,19/07/2022 13:31,,Accidents,Description 18712,Major,Near Miss,Susan Random,Agency,,49
11160,Production,Kings Dyke,Spalding,52.76839834,-0.105246123,England,United Kingdom,,,27/05/2022 06:30,,Accidents,Description 17708,Major,Near Miss,Susan Random,Agency,,31
21081,Production,Kings Dyke,Spalding,52.76839834,-0.105246123,England,United Kingdom,,,22/07/2022 10:00,,Accidents,Description 18752,Major,Near Miss,Susan Random,Agency,,54
31441,Production,Wilnecote,Stoke-on-Trent,52.98651654,-2.17891467,England,United Kingdom,,,15/11/2021 08:00,,Accidents,Description 14436,Major,Near Miss,Ty Mammoth,Agency,,27
14265,Production,Kings Dyke,Spalding,52.76839834,-0.105246123,England,United Kingdom,,,23/09/2020 11:30,,Accidents,Description 7172,Major,Near Miss,Ty Mammoth,Agency,,12
17266,Production,Kings Dyke,Spalding,52.76839834,-0.105246123,England,United Kingdom,,,31/03/2021 05:00,,Accidents,Description 10656,Major,Near Miss,Ty Mammoth,Agency,,23
25342,Production,Desford,Crawley,51.119827,-0.254941845,England,United Kingdom,,,19/02/2021 00:00,,Accidents,Description 10044,Major,Near Miss,Ty Mammoth,Agency,,38
20445,Production,Desford,Crawley,51.119827,-0.254941845,England,United Kingdom,,,15/01/2023 10:00,,Accidents,Description 21368,Major,Near Miss,Ty Mammoth,Agency,,21
11010,Production,Somercotes,Wroxham,52.69137649,1.394426132,England,United Kingdom,,,13/01/2022 12:00,,Accidents,Description 15040,Major,Near Miss,Varrity Map,Agency,,44
19146,Production,Hams Hall,Liverpool,53.4094,-2.9785,England,United Kingdom,,,16/08/2022 12:18,,Accidents,Description 19096,Major,Near Miss,Varrity Map,Agency,,36
42866,Production,Desford,Crawley,51.119827,-0.254941845,England,United Kingdom,,,25/04/2021 09:00,,Accidents,Description 11148,Major,Near Miss,Varrity Map,Agency,,57
22013,Production,Desford,Crawley,51.119827,-0.254941845,England,United Kingdom,,,04/04/2022 10:46,,Accidents,Description 16708,Major,Near Miss,Varrity Map,Agency,,17
41065,Production,Desford,Crawley,51.119827,-0.254941845,England,United Kingdom,,,30/05/2022 07:16,,Accidents,Description 17752,Major,Near Miss,Varrity Map,Agency,,42
38467,Production,Kirton,Nottingham,53.00890879,-1.080582822,England,United Kingdom,,,20/09/2022 22:30,,Accidents,Description 19680,Major,Near Miss,Vic Teaball,Agency,,55
15389,Production,Hoveringham,Bradford,53.80687454,-1.783967382,England,United Kingdom,,,14/02/2020 08:33,,Accidents,Description 4736,Major,Near Miss,Vic Teaball,Agency,,50
7697,Production,Hoveringham,Bradford,53.80687454,-1.783967382,England,United Kingdom,,,16/03/2022 12:29,,Accidents,Description 16524,Major,Near Miss,Vic Teaball,Agency,,20
11615,Production,Hoveringham,Bradford,53.80687454,-1.783967382,England,United Kingdom,,,23/01/2023 14:28,,Accidents,Description 21508,Major,Near Miss,Vic Teaball,Agency,,39
14766,Production,Hoveringham,Bradford,53.80687454,-1.783967382,England,United Kingdom,,,16/02/2023 11:30,,Accidents,Description 21976,Major,Near Miss,Vic Teaball,Agency,,30
41866,Production,Somercotes,Wroxham,52.69137649,1.394426132,England,United Kingdom,,,19/01/2021 07:30,,Accidents,Description 9180,Major,Near Miss,Warren Organ,Agency,,10
21340,Production,Somercotes,Wroxham,52.69137649,1.394426132,England,United Kingdom,,,27/10/2021 09:33,,Accidents,Description 14060,Major,Near Miss,Warren Organ,Agency,,58
10131,Production,Red Bank,Carlisle,54.86601634,-2.937202871,England,United Kingdom,,,17/03/2022 11:28,,Accidents,Description 16432,Major,Near Miss,Warren Organ,Agency,,19
39155,Production,Kirton,Nottingham,53.00890879,-1.080582822,England,United Kingdom,,,08/02/2023 14:00,,Accidents,Description 21824,Major,Near Miss,Warren Organ,Agency,,57
30837,Production,Kings Dyke,Spalding,52.76839834,-0.105246123,England,United Kingdom,,,08/09/2022 06:30,,Accidents,Description 19472,Major,Near Miss,Warren Organ,Agency,,47
41474,Production,Coleford,Swindon,51.58384844,-1.656880583,England,United Kingdom,,,17/12/2021 09:00,,Accidents,Description 15292,Major,Near Miss,Warren Organ,Agency,,32
42485,Production,Coleford,Swindon,51.58384844,-1.656880583,England,United Kingdom,,,14/02/2023 06:00,,Accidents,Description 21908,Major,Near Miss,Warren Organ,Agency,,57
21156,Production,Newbury,Darlington,54.52428462,-1.658029246,England,United Kingdom,,,01/07/2022 11:55,,Accidents,Description 18608,Major,Near Miss,Yvonne Wryly,Agency,,58
31460,Production,Kings Dyke,Spalding,52.76839834,-0.105246123,England,United Kingdom,,,17/02/2021 10:00,,Accidents,Description 9824,Major,Near Miss,Yvonne Wryly,Agency,,31
9633,Production,Kings Dyke,Spalding,52.76839834,-0.105246123,England,United Kingdom,,,18/11/2021 18:30,,Accidents,Description 14456,Major,Property Damage Incident,Clancy Moped,Agency,,16
34235,Production,Hoveringham,Bradford,53.80687454,-1.783967382,England,United Kingdom,,,09/10/2020 08:48,,Accidents,Description 7440,Major,Property Damage Incident,Jill Fan,Agency,,60
39315,Production,Kings Dyke,Spalding,52.76839834,-0.105246123,England,United Kingdom,,,31/01/2021 05:00,,Accidents,Description 9412,Major,Property Damage Incident,Kate Fear,Agency,,17
15340,Production,Milton - Depot,Malton,54.16538543,-0.825985783,England,United Kingdom,,,01/08/2022 09:15,,Accidents,Description 18908,Major,Vehicle Incident,Clancy Moped,Agency,,36
24722,Production,Measham - Depot,Sheffield,53.41265531,-1.577202164,England,United Kingdom,,,30/11/2021 08:00,,Accidents,Description 14588,Major,Vehicle Incident,Clancy Moped,Agency,,41
39759,Production,Whittlesey - Depot,Birmingham,52.48,-1.9025,England,United Kingdom,,,17/08/2021 10:25,,Accidents,Description 13100,Major,Vehicle Incident,Jon Hamm,Agency,,30
20413,Production,Hams Hall - Depot,Luton,51.92515717,-0.39278232,England,United Kingdom,,,15/02/2022 16:30,,Accidents,Description 15864,Major,Vehicle Incident,Jon Hamm,Agency,,28
41939,Production,Whittlesey - Depot,Birmingham,52.48,-1.9025,England,United Kingdom,,,20/11/2022 09:30,,Accidents,Description 20860,Major,Vehicle Incident,Pooky Hook,Agency,,28
40711,Production,Wilnecote - Depot,Lincoln,53.20669147,-0.496940433,England,United Kingdom,,,04/12/2020 14:15,,Accidents,Description 8816,Major,Vehicle Incident,Warren Organ,Agency,,51
10395,Production,Whittlesey - Depot,Birmingham,52.48,-1.9025,England,United Kingdom,,,06/07/2020 10:30,,Accidents,Description 6088,Major,Vehicle Incident,Warren Organ,Agency,,26
18021,Production,Newbury,Darlington,54.52428462,-1.658029246,England,United Kingdom,,,11/03/2020 09:30,,Accidents,Description 5412,Major,Work Observation,,Agency,,11
18864,Production,Somercotes,Wroxham,52.69137649,1.394426132,England,United Kingdom,,,09/03/2021 08:30,,Accidents,Description 10240,Major,Work Observation,Axel Jacklin,Agency,,28
21307,Production,Hoveringham,Bradford,53.80687454,-1.783967382,England,United Kingdom,,,03/01/2020 11:49,,Accidents,Description 3752,Major,Work Observation,Betty Pimples,Agency,,43
37024,Production,Hoveringham,Bradford,53.80687454,-1.783967382,England,United Kingdom,,,19/08/2021 05:54,,Accidents,Description 13104,Major,Work Observation,Kate Fear,Agency,,27
40798,Production,Hoveringham,Bradford,53.80687454,-1.783967382,England,United Kingdom,,,11/02/2021 07:28,,Accidents,Description 9640,Major,Work Observation,Max Avantgarde,Agency,,48
8297,Production,Forterra Building Products,Manchester,53.479,-2.2452,England,United Kingdom,,,09/03/2020 08:54,,Accidents,Description 5272,Major,Work Observation,Varrity Map,Agency,,12
35437,Production,Somercotes,Wroxham,52.69137649,1.394426132,England,United Kingdom,Other,Ankle,08/02/2021 06:30,,Accidents,Description 9576,Major,Injury/Illness,Warren Organ,Agency,,44
7544,Production,Whittlesey - Depot,Birmingham,52.48,-1.9025,England,United Kingdom,Fracture,Wrist,16/09/2020 16:00,,Accidents,Description 7348,Major,Injury/Illness,Duncan Clench,Contractor,,33
22511,Production,Whittlesey,Kendal,54.31730537,-2.725765607,England,United Kingdom,No Injury,Eye,19/03/2020 11:19,Michael Rose,Accidents,Description 5548,Major,Injury/Illness,Axel Jacklin,Permanent,,31
28568,Production,Whittlesey,Kendal,54.31730537,-2.725765607,England,United Kingdom,Sprain/Strain,Lower Leg,09/01/2023 13:30,Adam Butcher,Accidents,Description 21288,Major,Injury/Illness,Des Wigwam,Permanent,,60
28806,Production,Milton,Hull,53.82159279,-0.31962791,England,United Kingdom,Sprain/Strain,Lower Back,11/07/2020 06:00,Matthew Porter,Accidents,Description 6136,Major,Injury/Illness,Russ Nightlife,Permanent,,19
29307,Production,Somercotes,Wroxham,52.69137649,1.394426132,England,United Kingdom,,,16/05/2022 14:52,,Accidents,Description 17548,Major,Near Miss,Axel Jacklin,Agency,,53
35587,Production,Somercotes,Wroxham,52.69137649,1.394426132,England,United Kingdom,,,22/01/2020 09:41,,Accidents,Description 4192,Major,Near Miss,Kate Fear,Agency,,18
12640,Production,Kings Dyke,Spalding,52.76839834,-0.105246123,England,United Kingdom,Sprain/Strain,Elbow,11/02/2020 10:15,John Palmer,Accidents,Description 4680,Major,Injury/Illness,Susan Random,Permanent,,13
32097,Production,Kirton,Nottingham,53.00890879,-1.080582822,England,United Kingdom,,,28/07/2022 13:00,Alex Martin,Accidents,Description 18864,Major,Injury/Illness,Bentley Kenneth,Permanent,,11
33702,Production,Hams Hall,Liverpool,53.4094,-2.9785,England,United Kingdom,,,01/11/2022 15:00,,Accidents,Description 20296,Major,Near Miss,Duncan Clench,Agency,,44
18827,Production,Newbury,Darlington,54.52428462,-1.658029246,England,United Kingdom,,,30/03/2021 20:30,,Accidents,Description 10768,Major,Near Miss,Jenny Jet,Agency,,52
20715,Production,Newbury,Darlington,54.52428462,-1.658029246,England,United Kingdom,,,03/12/2021 08:54,,Accidents,Description 14656,Major,Near Miss,Sam Mendlips,Agency,,19
39020,Transport,Kings Dyke,Spalding,52.76839834,-0.105246123,England,United Kingdom,,,30/07/2020 13:00,,Accidents,Description 6405,Major,Environmental Incident,Ricky Seasack,Agency,,39
27576,Transport,Whittlesey,Kendal,54.31730537,-2.725765607,England,United Kingdom,,,14/09/2020 11:32,,Accidents,Description 7009,Major,Near Miss,Axel Jacklin,Agency,,45
15283,Transport,Somercotes,Wroxham,52.69137649,1.394426132,England,United Kingdom,,,30/03/2020 09:00,,Accidents,Description 5601,Major,Near Miss,Axel Jacklin,Agency,,11
18559,Transport,Somercotes,Wroxham,52.69137649,1.394426132,England,United Kingdom,,,12/11/2020 10:00,,Accidents,Description 8037,Major,Near Miss,Axel Jacklin,Agency,,42
27353,Transport,Somercotes,Wroxham,52.69137649,1.394426132,England,United Kingdom,,,23/03/2021 08:00,,Accidents,Description 10473,Major,Near Miss,Axel Jacklin,Agency,,57
34509,Transport,Somercotes,Wroxham,52.69137649,1.394426132,England,United Kingdom,,,30/06/2021 08:06,,Accidents,Description 12349,Major,Near Miss,Axel Jacklin,Agency,,32
35960,Transport,Somercotes,Wroxham,52.69137649,1.394426132,England,United Kingdom,,,13/07/2021 13:00,,Accidents,Description 12565,Major,Near Miss,Axel Jacklin,Agency,,35
38287,Transport,Somercotes,Wroxham,52.69137649,1.394426132,England,United Kingdom,,,21/09/2022 12:30,,Accidents,Description 19689,Major,Near Miss,Axel Jacklin,Agency,,32
38323,Transport,Somercotes,Wroxham,52.69137649,1.394426132,England,United Kingdom,,,21/09/2022 12:30,,Accidents,Description 19693,Major,Near Miss,Axel Jacklin,Agency,,56
42440,Transport,Newbury,Darlington,54.52428462,-1.658029246,England,United Kingdom,,,12/03/2020 13:30,,Accidents,Description 5509,Major,Near Miss,Axel Jacklin,Agency,,34
23984,Transport,Kirton,Nottingham,53.00890879,-1.080582822,England,United Kingdom,,,11/03/2023 09:00,,Accidents,Description 22433,Major,Near Miss,Axel Jacklin,Agency,,17
36475,Transport,Hams Hall,Liverpool,53.4094,-2.9785,England,United Kingdom,,,14/08/2020 11:00,,Accidents,Description 6641,Major,Near Miss,Axel Jacklin,Agency,,30
31028,Transport,Desford,Crawley,51.119827,-0.254941845,England,United Kingdom,,,04/07/2022 12:29,,Accidents,Description 18425,Major,Near Miss,Axel Jacklin,Agency,,40
38378,Transport,Coleford,Swindon,51.58384844,-1.656880583,England,United Kingdom,,,11/04/2022 10:30,,Accidents,Description 16881,Major,Near Miss,Axel Jacklin,Agency,,24
14896,Transport,Red Bank,Carlisle,54.86601634,-2.937202871,England,United Kingdom,,,01/09/2022 06:39,,Accidents,Description 19609,Major,Near Miss,Basil Jet,Agency,,19
41745,Transport,Hoveringham,Bradford,53.80687454,-1.783967382,England,United Kingdom,,,14/01/2020 12:06,,Accidents,Description 3969,Major,Near Miss,Basil Jet,Agency,,44
36337,Transport,Hoveringham,Bradford,53.80687454,-1.783967382,England,United Kingdom,,,23/06/2021 15:30,,Accidents,Description 12249,Major,Near Miss,Basil Jet,Agency,,29
11841,Transport,Hoveringham,Bradford,53.80687454,-1.783967382,England,United Kingdom,,,07/01/2022 11:53,,Accidents,Description 14933,Major,Near Miss,Basil Jet,Agency,,11
41585,Transport,Desford,Crawley,51.119827,-0.254941845,England,United Kingdom,,,18/11/2020 15:00,,Accidents,Description 8261,Major,Near Miss,Basil Jet,Agency,,20
41911,Transport,Desford,Crawley,51.119827,-0.254941845,England,United Kingdom,,,07/02/2022 15:25,,Accidents,Description 15581,Major,Near Miss,Basil Jet,Agency,,32
41988,Transport,Kirton,Nottingham,53.00890879,-1.080582822,England,United Kingdom,,,04/06/2020 08:55,,Accidents,Description 5801,Major,Near Miss,Bentley Kenneth,Agency,,58
13133,Transport,Kirton,Nottingham,53.00890879,-1.080582822,England,United Kingdom,,,11/01/2022 23:00,,Accidents,Description 14985,Major,Near Miss,Bentley Kenneth,Agency,,38
15542,Transport,Kirton,Nottingham,53.00890879,-1.080582822,England,United Kingdom,,,25/03/2022 10:00,,Accidents,Description 16633,Major,Near Miss,Bentley Kenneth,Agency,,15
17934,Transport,Hoveringham,Bradford,53.80687454,-1.783967382,England,United Kingdom,,,04/10/2021 07:49,,Accidents,Description 13741,Major,Near Miss,Bentley Kenneth,Agency,,17
25389,Transport,Hoveringham,Bradford,53.80687454,-1.783967382,England,United Kingdom,,,06/10/2021 09:06,,Accidents,Description 13765,Major,Near Miss,Bentley Kenneth,Agency,,15
32507,Transport,Hoveringham,Bradford,53.80687454,-1.783967382,England,United Kingdom,,,12/05/2022 07:49,,Accidents,Description 17345,Major,Near Miss,Bentley Kenneth,Agency,,29
34899,Transport,Hoveringham,Bradford,53.80687454,-1.783967382,England,United Kingdom,,,21/06/2022 17:00,,Accidents,Description 18077,Major,Near Miss,Bentley Kenneth,Agency,,40
35010,Transport,Hoveringham,Bradford,53.80687454,-1.783967382,England,United Kingdom,,,03/02/2023 15:09,,Accidents,Description 21741,Major,Near Miss,Bentley Kenneth,Agency,,36
37805,Transport,Wilnecote,Stoke-on-Trent,52.98651654,-2.17891467,England,United Kingdom,,,10/01/2020 08:04,,Accidents,Description 3873,Major,Near Miss,Betty Pimples,Agency,,40
31599,Transport,Newbury,Darlington,54.52428462,-1.658029246,England,United Kingdom,,,20/12/2022 12:56,,Accidents,Description 21125,Major,Near Miss,Betty Pimples,Agency,,56
38012,Transport,Desford,Crawley,51.119827,-0.254941845,England,United Kingdom,,,23/06/2021 09:00,,Accidents,Description 12253,Major,Near Miss,Betty Pimples,Agency,,46
21012,Transport,Desford,Crawley,51.119827,-0.254941845,England,United Kingdom,,,13/02/2022 11:25,,Accidents,Description 15765,Major,Near Miss,Betty Pimples,Agency,,43
17392,Transport,Desford,Crawley,51.119827,-0.254941845,England,United Kingdom,,,18/02/2022 08:57,,Accidents,Description 15901,Major,Near Miss,Betty Pimples,Agency,,38
15380,Transport,Cradley,Reading,51.49602493,-1.038279343,England,United Kingdom,,,17/02/2020 13:24,,Accidents,Description 4961,Major,Near Miss,Betty Pimples,Agency,,14
26792,Transport,Cradley,Reading,51.49602493,-1.038279343,England,United Kingdom,,,25/01/2021 11:25,,Accidents,Description 9537,Major,Near Miss,Betty Pimples,Agency,,43
28599,Transport,Somercotes,Wroxham,52.69137649,1.394426132,England,United Kingdom,,,13/05/2022 15:30,,Accidents,Description 17389,Major,Near Miss,Brooke Hooberman,Agency,,27
30132,Transport,Somercotes,Wroxham,52.69137649,1.394426132,England,United Kingdom,,,07/06/2022 09:43,,Accidents,Description 17997,Major,Near Miss,Brooke Hooberman,Agency,,37
35770,Transport,Somercotes,Wroxham,52.69137649,1.394426132,England,United Kingdom,,,05/07/2022 10:00,,Accidents,Description 18505,Major,Near Miss,Brooke Hooberman,Agency,,24
37343,Transport,Kings Dyke,Spalding,52.76839834,-0.105246123,England,United Kingdom,,,20/01/2020 07:20,,Accidents,Description 4137,Major,Near Miss,Brooke Hooberman,Agency,,25
38634,Transport,Desford,Crawley,51.119827,-0.254941845,England,United Kingdom,,,11/03/2022 10:33,,Accidents,Description 16329,Major,Near Miss,Brooke Hooberman,Agency,,40
40902,Transport,Kings Dyke,Spalding,52.76839834,-0.105246123,England,United Kingdom,,,11/11/2020 15:30,,Accidents,Description 7989,Major,Near Miss,Charles Bonus,Agency,,37
25557,Transport,Kings Dyke,Spalding,52.76839834,-0.105246123,England,United Kingdom,,,20/01/2021 16:33,,Accidents,Description 9121,Major,Near Miss,Charles Bonus,Agency,,57
35583,Transport,Hams Hall,Liverpool,53.4094,-2.9785,England,United Kingdom,,,02/09/2020 11:30,,Accidents,Description 6889,Major,Near Miss,Charles Bonus,Agency,,44
31347,Transport,Hams Hall,Liverpool,53.4094,-2.9785,England,United Kingdom,,,28/09/2021 11:25,,Accidents,Description 13641,Major,Near Miss,Charles Bonus,Agency,,34
15502,Transport,Hams Hall,Liverpool,53.4094,-2.9785,England,United Kingdom,,,23/11/2021 15:12,,Accidents,Description 14489,Major,Near Miss,Charles Bonus,Agency,,31
42851,Transport,Newbury,Darlington,54.52428462,-1.658029246,England,United Kingdom,,,29/01/2020 14:00,,Accidents,Description 4373,Major,Near Miss,Clancy Moped,Agency,,41
25306,Transport,Kirton,Nottingham,53.00890879,-1.080582822,England,United Kingdom,,,08/09/2020 12:43,,Accidents,Description 7593,Major,Near Miss,Clancy Moped,Agency,,39
38794,Transport,Kirton,Nottingham,53.00890879,-1.080582822,England,United Kingdom,,,18/11/2020 15:32,,Accidents,Description 8209,Major,Near Miss,Clancy Moped,Agency,,56
40591,Transport,Kirton,Nottingham,53.00890879,-1.080582822,England,United Kingdom,,,05/12/2020 15:30,,Accidents,Description 8589,Major,Near Miss,Clancy Moped,Agency,,17
36721,Transport,Kirton,Nottingham,53.00890879,-1.080582822,England,United Kingdom,,,04/05/2021 15:07,,Accidents,Description 11329,Major,Near Miss,Clancy Moped,Agency,,33
41045,Transport,Kings Dyke,Spalding,52.76839834,-0.105246123,England,United Kingdom,,,15/12/2021 09:30,,Accidents,Description 14809,Major,Near Miss,Clancy Moped,Agency,,32
32083,Transport,Kings Dyke,Spalding,52.76839834,-0.105246123,England,United Kingdom,,,26/09/2022 08:00,,Accidents,Description 19741,Major,Near Miss,Clancy Moped,Agency,,25
20309,Transport,Wilnecote,Stoke-on-Trent,52.98651654,-2.17891467,England,United Kingdom,,,21/01/2021 12:31,,Accidents,Description 9153,Major,Near Miss,Clem Fandango,Agency,,48
24823,Transport,Wilnecote,Stoke-on-Trent,52.98651654,-2.17891467,England,United Kingdom,,,21/10/2021 20:00,,Accidents,Description 13997,Major,Near Miss,Clem Fandango,Agency,,44
29237,Transport,Kings Dyke,Spalding,52.76839834,-0.105246123,England,United Kingdom,,,12/10/2020 09:00,,Accidents,Description 7465,Major,Near Miss,Clem Fandango,Agency,,48
8559,Transport,Hams Hall,Liverpool,53.4094,-2.9785,England,United Kingdom,,,19/06/2022 12:58,,Accidents,Description 18177,Major,Near Miss,Clem Fandango,Agency,,24
14814,Transport,Red Bank,Carlisle,54.86601634,-2.937202871,England,United Kingdom,,,24/03/2022 07:25,,Accidents,Description 16561,Major,Near Miss,Cliff Bonanza,Agency,,45
19792,Transport,Kings Dyke,Spalding,52.76839834,-0.105246123,England,United Kingdom,,,30/09/2021 11:54,,Accidents,Description 13701,Major,Near Miss,Cliff Bonanza,Agency,,50
22082,Transport,Kings Dyke,Spalding,52.76839834,-0.105246123,England,United Kingdom,,,03/03/2022 09:00,,Accidents,Description 16189,Major,Near Miss,Cliff Bonanza,Agency,,27
24832,Transport,Kings Dyke,Spalding,52.76839834,-0.105246123,England,United Kingdom,,,06/11/2022 04:00,,Accidents,Description 20341,Major,Near Miss,Cliff Bonanza,Agency,,21
25750,Transport,Kings Dyke,Spalding,52.76839834,-0.105246123,England,United Kingdom,,,15/01/2023 08:30,,Accidents,Description 21353,Major,Near Miss,Cliff Bonanza,Agency,,11
25936,Transport,Hams Hall,Liverpool,53.4094,-2.9785,England,United Kingdom,,,31/07/2022 15:20,,Accidents,Description 18889,Major,Near Miss,Cliff Bonanza,Agency,,14
35853,Transport,Whittlesey,Kendal,54.31730537,-2.725765607,England,United Kingdom,,,12/09/2022 10:54,,Accidents,Description 19541,Major,Near Miss,Des Wigwam,Agency,,12
24011,Transport,Measham - Depot,Sheffield,53.41265531,-1.577202164,England,United Kingdom,,,23/03/2021 10:48,,Accidents,Description 10493,Major,Near Miss,Des Wigwam,Agency,,40
13028,Transport,Kirton,Nottingham,53.00890879,-1.080582822,England,United Kingdom,,,29/06/2022 07:00,,Accidents,Description 18345,Major,Near Miss,Des Wigwam,Agency,,36
8228,Transport,Kirton,Nottingham,53.00890879,-1.080582822,England,United Kingdom,,,10/02/2023 10:00,,Accidents,Description 21889,Major,Near Miss,Des Wigwam,Agency,,11
42219,Transport,Hoveringham,Bradford,53.80687454,-1.783967382,England,United Kingdom,,,24/04/2021 05:19,,Accidents,Description 11089,Major,Near Miss,Des Wigwam,Agency,,15
42178,Transport,Hoveringham,Bradford,53.80687454,-1.783967382,England,United Kingdom,,,09/04/2022 01:30,,Accidents,Description 16805,Major,Near Miss,Des Wigwam,Agency,,56
40292,Transport,Kirton,Nottingham,53.00890879,-1.080582822,England,United Kingdom,,,07/07/2022 22:30,,Accidents,Description 18509,Major,Near Miss,Dinky Frinkbuster,Agency,,33
37825,Transport,Desford,Crawley,51.119827,-0.254941845,England,United Kingdom,,,01/02/2022 15:39,,Accidents,Description 15457,Major,Near Miss,Dinky Frinkbuster,Agency,,54
38370,Transport,Newbury,Darlington,54.52428462,-1.658029246,England,United Kingdom,,,22/02/2023 10:56,,Accidents,Description 22197,Major,Near Miss,Duncan Clench,Agency,,16
19310,Transport,Kings Dyke,Spalding,52.76839834,-0.105246123,England,United Kingdom,,,18/10/2021 17:00,,Accidents,Description 13941,Major,Near Miss,Duncan Clench,Agency,,18
27889,Transport,Hoveringham,Bradford,53.80687454,-1.783967382,England,United Kingdom,,,22/10/2020 12:01,,Accidents,Description 7617,Major,Near Miss,Duncan Clench,Agency,,45
27901,Transport,Hams Hall,Liverpool,53.4094,-2.9785,England,United Kingdom,,,03/09/2022 14:37,,Accidents,Description 19393,Major,Near Miss,Duncan Clench,Agency,,51
12798,Transport,Cradley,Reading,51.49602493,-1.038279343,England,United Kingdom,,,23/11/2020 07:40,,Accidents,Description 8421,Major,Near Miss,Duncan Clench,Agency,,53
8852,Transport,Thatcham - Depot,Bath,51.36203534,-2.352306051,England,United Kingdom,,,14/10/2022 12:31,,Accidents,Description 20021,Major,Near Miss,Forrest Ash,Agency,,30
38564,Transport,Kings Dyke,Spalding,52.76839834,-0.105246123,England,United Kingdom,,,21/07/2022 09:30,,Accidents,Description 18749,Major,Near Miss,Forrest Ash,Agency,,37
29512,Transport,Hams Hall,Liverpool,53.4094,-2.9785,England,United Kingdom,,,17/01/2020 19:00,,Accidents,Description 4225,Major,Near Miss,Forrest Ash,Agency,,48
28283,Transport,Whittlesey,Kendal,54.31730537,-2.725765607,England,United Kingdom,,,22/06/2020 10:24,,Accidents,Description 5949,Major,Near Miss,Hamilton Meathouse,Agency,,45
